"stars","name","available","bedType","currency","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","features/26","features/27","features/28","features/29","features/30","features/31","features/32","features/33","features/34","features/35","persons","price","roomType","features/36","features/37","features/38","features/39"
"5","The Savoy","true","Bedroom 1: 1 extra-large double bed Bedroom 2: 2 large double beds","US$","Private suite","549 feet²","City view","Air conditioning","Private bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Hypoallergenic","Tile/marble floor","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Electric kettle","Wake-up service","Alarm clock","Wardrobe or closet","Upper floors accessible by elevator","2","4.046","Two-Bedroom Family","Clothes rack","Fold-up bed","Toilet paper","Books, DVDs, or music for children"
"5","The Savoy","true","Bedroom 1: 1 extra-large double bed Bedroom 2: 2 large double beds","US$","Private suite","549 feet²","City view","Air conditioning","Private bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Hypoallergenic","Tile/marble floor","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Electric kettle","Wake-up service","Alarm clock","Wardrobe or closet","Upper floors accessible by elevator","3","3.652","Two-Bedroom Family","Clothes rack","Fold-up bed","Toilet paper","Books, DVDs, or music for children"
"5","The Savoy","true","Bedroom 1: 1 extra-large double bed Bedroom 2: 2 large double beds","US$","Private suite","549 feet²","City view","Air conditioning","Private bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Hypoallergenic","Tile/marble floor","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Electric kettle","Wake-up service","Alarm clock","Wardrobe or closet","Upper floors accessible by elevator","3","3.798","Two-Bedroom Family","Clothes rack","Fold-up bed","Toilet paper","Books, DVDs, or music for children"
"5","The Savoy","true","Bedroom 1: 1 extra-large double bed Bedroom 2: 2 large double beds","US$","Private suite","549 feet²","City view","Air conditioning","Private bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Hypoallergenic","Tile/marble floor","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Electric kettle","Wake-up service","Alarm clock","Wardrobe or closet","Upper floors accessible by elevator","3","4.058","Two-Bedroom Family","Clothes rack","Fold-up bed","Toilet paper","Books, DVDs, or music for children"
"5","The Savoy","true","Bedroom 1: 1 extra-large double bed Bedroom 2: 2 large double beds","US$","Private suite","549 feet²","City view","Air conditioning","Private bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Hypoallergenic","Tile/marble floor","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Electric kettle","Wake-up service","Alarm clock","Wardrobe or closet","Upper floors accessible by elevator","3","4.204","Two-Bedroom Family","Clothes rack","Fold-up bed","Toilet paper","Books, DVDs, or music for children"
"5","The Savoy","true","Bedroom 1: 1 extra-large double bed Bedroom 2: 2 large double beds","US$","Private suite","549 feet²","City view","Air conditioning","Private bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Hypoallergenic","Tile/marble floor","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Electric kettle","Wake-up service","Alarm clock","Wardrobe or closet","Upper floors accessible by elevator","4","3.751","Two-Bedroom Family","Clothes rack","Fold-up bed","Toilet paper","Books, DVDs, or music for children"
"5","The Savoy","true","Bedroom 1: 1 extra-large double bed Bedroom 2: 2 large double beds","US$","Private suite","549 feet²","City view","Air conditioning","Private bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Hypoallergenic","Tile/marble floor","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Electric kettle","Wake-up service","Alarm clock","Wardrobe or closet","Upper floors accessible by elevator","4","3.945","Two-Bedroom Family","Clothes rack","Fold-up bed","Toilet paper","Books, DVDs, or music for children"
"5","The Savoy","true","Bedroom 1: 1 extra-large double bed Bedroom 2: 2 large double beds","US$","Private suite","549 feet²","City view","Air conditioning","Private bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Hypoallergenic","Tile/marble floor","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Electric kettle","Wake-up service","Alarm clock","Wardrobe or closet","Upper floors accessible by elevator","4","4.167","Two-Bedroom Family","Clothes rack","Fold-up bed","Toilet paper","Books, DVDs, or music for children"
"5","The Savoy","true","Bedroom 1: 1 extra-large double bed Bedroom 2: 2 large double beds","US$","Private suite","549 feet²","City view","Air conditioning","Private bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Hypoallergenic","Tile/marble floor","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Electric kettle","Wake-up service","Alarm clock","Wardrobe or closet","Upper floors accessible by elevator","4","4.362","Two-Bedroom Family","Clothes rack","Fold-up bed","Toilet paper","Books, DVDs, or music for children"
"5","The Savoy","true","Bedroom 1: 1 extra-large double bed Bedroom 2: 2 large double beds","US$","Private suite","549 feet²","City view","Air conditioning","Private bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Hypoallergenic","Tile/marble floor","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Electric kettle","Wake-up service","Alarm clock","Wardrobe or closet","Upper floors accessible by elevator","1","3.602","Two-Bedroom Family","Clothes rack","Fold-up bed","Toilet paper","Books, DVDs, or music for children"
"5","The Savoy","true","Bedroom 1: 1 extra-large double bed Bedroom 2: 2 large double beds","US$","Private suite","549 feet²","City view","Air conditioning","Private bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Bath or shower","Towels","Linen","Hypoallergenic","Tile/marble floor","Desk","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Carpeted","Electric kettle","Wake-up service","Alarm clock","Wardrobe or closet","Upper floors accessible by elevator","1","3.997","Two-Bedroom Family","Clothes rack","Fold-up bed","Toilet paper","Books, DVDs, or music for children"
"5","The Savoy","true","1 extra-large double bed","US$","Private suite","657 feet²","Landmark view","River view","Air conditioning","Private bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Hypoallergenic","Tile/marble floor","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Dressing room","Wake up service/Alarm clock","Carpeted","2","4.1","One-Bedroom River View Suite","Electric kettle","Wake-up service","Alarm clock","Wardrobe or closet"
"5","The Savoy","true","1 extra-large double bed","US$","Private suite","657 feet²","Landmark view","River view","Air conditioning","Private bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Hypoallergenic","Tile/marble floor","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Dressing room","Wake up service/Alarm clock","Carpeted","2","4.198","One-Bedroom River View Suite","Electric kettle","Wake-up service","Alarm clock","Wardrobe or closet"
"5","The Savoy","true","1 extra-large double bed","US$","Private suite","657 feet²","Landmark view","River view","Air conditioning","Private bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Hypoallergenic","Tile/marble floor","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Dressing room","Wake up service/Alarm clock","Carpeted","2","4.556","One-Bedroom River View Suite","Electric kettle","Wake-up service","Alarm clock","Wardrobe or closet"
"5","The Savoy","true","1 extra-large double bed","US$","Private suite","657 feet²","Landmark view","River view","Air conditioning","Private bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Hypoallergenic","Tile/marble floor","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Dressing room","Wake up service/Alarm clock","Carpeted","2","4.653","One-Bedroom River View Suite","Electric kettle","Wake-up service","Alarm clock","Wardrobe or closet"
"5","The Savoy","true","1 extra-large double bed","US$","Private suite","657 feet²","Landmark view","River view","Air conditioning","Private bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Hypoallergenic","Tile/marble floor","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Dressing room","Wake up service/Alarm clock","Carpeted","3","4.199","One-Bedroom River View Suite","Electric kettle","Wake-up service","Alarm clock","Wardrobe or closet"
"5","The Savoy","true","1 extra-large double bed","US$","Private suite","657 feet²","Landmark view","River view","Air conditioning","Private bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Hypoallergenic","Tile/marble floor","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Dressing room","Wake up service/Alarm clock","Carpeted","3","4.345","One-Bedroom River View Suite","Electric kettle","Wake-up service","Alarm clock","Wardrobe or closet"
"5","The Savoy","true","1 extra-large double bed","US$","Private suite","657 feet²","Landmark view","River view","Air conditioning","Private bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Hypoallergenic","Tile/marble floor","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Dressing room","Wake up service/Alarm clock","Carpeted","3","4.665","One-Bedroom River View Suite","Electric kettle","Wake-up service","Alarm clock","Wardrobe or closet"
"5","The Savoy","true","1 extra-large double bed","US$","Private suite","657 feet²","Landmark view","River view","Air conditioning","Private bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Hypoallergenic","Tile/marble floor","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Dressing room","Wake up service/Alarm clock","Carpeted","3","4.811","One-Bedroom River View Suite","Electric kettle","Wake-up service","Alarm clock","Wardrobe or closet"
"5","The Savoy","true","1 extra-large double bed","US$","Private suite","657 feet²","Landmark view","River view","Air conditioning","Private bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Hypoallergenic","Tile/marble floor","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Dressing room","Wake up service/Alarm clock","Carpeted","1","4.149","One-Bedroom River View Suite","Electric kettle","Wake-up service","Alarm clock","Wardrobe or closet"
"5","The Savoy","true","1 extra-large double bed","US$","Private suite","657 feet²","Landmark view","River view","Air conditioning","Private bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Hypoallergenic","Tile/marble floor","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Dressing room","Wake up service/Alarm clock","Carpeted","1","4.605","One-Bedroom River View Suite","Electric kettle","Wake-up service","Alarm clock","Wardrobe or closet"
"5","The Savoy","true","1 large double bed","US$","Private suite","732 feet²","City view","River view","Air conditioning","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Toilet","Bath or shower","Towels","Linen","TV","Slippers","Telephone","Satellite channels","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Upper floors accessible by elevator","Toilet paper","More",,,,,,,,,,,"2","4.319","Personality Partial River View Suite",,,,
"5","The Savoy","true","1 large double bed","US$","Private suite","732 feet²","City view","River view","Air conditioning","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Toilet","Bath or shower","Towels","Linen","TV","Slippers","Telephone","Satellite channels","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Upper floors accessible by elevator","Toilet paper","More",,,,,,,,,,,"2","4.416","Personality Partial River View Suite",,,,
"5","The Savoy","true","1 large double bed","US$","Private suite","732 feet²","City view","River view","Air conditioning","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Toilet","Bath or shower","Towels","Linen","TV","Slippers","Telephone","Satellite channels","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Upper floors accessible by elevator","Toilet paper","More",,,,,,,,,,,"2","4.799","Personality Partial River View Suite",,,,
"5","The Savoy","true","1 large double bed","US$","Private suite","732 feet²","City view","River view","Air conditioning","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Toilet","Bath or shower","Towels","Linen","TV","Slippers","Telephone","Satellite channels","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Upper floors accessible by elevator","Toilet paper","More",,,,,,,,,,,"2","4.896","Personality Partial River View Suite",,,,
"5","The Savoy","true","1 large double bed","US$","Private suite","732 feet²","City view","River view","Air conditioning","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Toilet","Bath or shower","Towels","Linen","TV","Slippers","Telephone","Satellite channels","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Upper floors accessible by elevator","Toilet paper","More",,,,,,,,,,,"3","4.418","Personality Partial River View Suite",,,,
"5","The Savoy","true","1 large double bed","US$","Private suite","732 feet²","City view","River view","Air conditioning","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Toilet","Bath or shower","Towels","Linen","TV","Slippers","Telephone","Satellite channels","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Upper floors accessible by elevator","Toilet paper","More",,,,,,,,,,,"3","4.563","Personality Partial River View Suite",,,,
"5","The Savoy","true","1 large double bed","US$","Private suite","732 feet²","City view","River view","Air conditioning","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Toilet","Bath or shower","Towels","Linen","TV","Slippers","Telephone","Satellite channels","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Upper floors accessible by elevator","Toilet paper","More",,,,,,,,,,,"3","4.908","Personality Partial River View Suite",,,,
"5","The Savoy","true","1 large double bed","US$","Private suite","732 feet²","City view","River view","Air conditioning","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Toilet","Bath or shower","Towels","Linen","TV","Slippers","Telephone","Satellite channels","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Upper floors accessible by elevator","Toilet paper","More",,,,,,,,,,,"3","5.054","Personality Partial River View Suite",,,,
"5","The Savoy","true","1 large double bed","US$","Private suite","732 feet²","City view","River view","Air conditioning","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Toilet","Bath or shower","Towels","Linen","TV","Slippers","Telephone","Satellite channels","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Upper floors accessible by elevator","Toilet paper","More",,,,,,,,,,,"1","4.368","Personality Partial River View Suite",,,,
"5","The Savoy","true","1 large double bed","US$","Private suite","732 feet²","City view","River view","Air conditioning","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Toilet","Bath or shower","Towels","Linen","TV","Slippers","Telephone","Satellite channels","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Upper floors accessible by elevator","Toilet paper","More",,,,,,,,,,,"1","4.848","Personality Partial River View Suite",,,,
"5","The Savoy","true","1 extra-large double bed","US$","Private suite","861 feet²","Landmark view","River view","Air conditioning","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Toilet","Bath or shower","Towels","Linen","Seating Area","TV","Slippers","Telephone","Satellite channels","Heating","Hairdryer","Additional toilet","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Upper floors accessible by elevator","Toilet paper","More",,,,,,,,,"2","4.647","Personality King Suite with Panoramic River View",,,,
"5","The Savoy","true","1 extra-large double bed","US$","Private suite","861 feet²","Landmark view","River view","Air conditioning","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Toilet","Bath or shower","Towels","Linen","Seating Area","TV","Slippers","Telephone","Satellite channels","Heating","Hairdryer","Additional toilet","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Upper floors accessible by elevator","Toilet paper","More",,,,,,,,,"2","4.744","Personality King Suite with Panoramic River View",,,,
"5","The Savoy","true","1 extra-large double bed","US$","Private suite","861 feet²","Landmark view","River view","Air conditioning","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Toilet","Bath or shower","Towels","Linen","Seating Area","TV","Slippers","Telephone","Satellite channels","Heating","Hairdryer","Additional toilet","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Upper floors accessible by elevator","Toilet paper","More",,,,,,,,,"2","5.164","Personality King Suite with Panoramic River View",,,,
"5","The Savoy","true","1 extra-large double bed","US$","Private suite","861 feet²","Landmark view","River view","Air conditioning","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Toilet","Bath or shower","Towels","Linen","Seating Area","TV","Slippers","Telephone","Satellite channels","Heating","Hairdryer","Additional toilet","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Upper floors accessible by elevator","Toilet paper","More",,,,,,,,,"2","5.261","Personality King Suite with Panoramic River View",,,,
"5","The Savoy","true","1 extra-large double bed","US$","Private suite","861 feet²","Landmark view","River view","Air conditioning","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Toilet","Bath or shower","Towels","Linen","Seating Area","TV","Slippers","Telephone","Satellite channels","Heating","Hairdryer","Additional toilet","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Upper floors accessible by elevator","Toilet paper","More",,,,,,,,,"3","4.746","Personality King Suite with Panoramic River View",,,,
"5","The Savoy","true","1 extra-large double bed","US$","Private suite","861 feet²","Landmark view","River view","Air conditioning","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Toilet","Bath or shower","Towels","Linen","Seating Area","TV","Slippers","Telephone","Satellite channels","Heating","Hairdryer","Additional toilet","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Upper floors accessible by elevator","Toilet paper","More",,,,,,,,,"3","4.891","Personality King Suite with Panoramic River View",,,,
"5","The Savoy","true","1 extra-large double bed","US$","Private suite","861 feet²","Landmark view","River view","Air conditioning","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Toilet","Bath or shower","Towels","Linen","Seating Area","TV","Slippers","Telephone","Satellite channels","Heating","Hairdryer","Additional toilet","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Upper floors accessible by elevator","Toilet paper","More",,,,,,,,,"3","5.273","Personality King Suite with Panoramic River View",,,,
"5","The Savoy","true","1 extra-large double bed","US$","Private suite","861 feet²","Landmark view","River view","Air conditioning","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Toilet","Bath or shower","Towels","Linen","Seating Area","TV","Slippers","Telephone","Satellite channels","Heating","Hairdryer","Additional toilet","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Upper floors accessible by elevator","Toilet paper","More",,,,,,,,,"3","5.419","Personality King Suite with Panoramic River View",,,,
"5","The Savoy","true","1 extra-large double bed","US$","Private suite","861 feet²","Landmark view","River view","Air conditioning","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Toilet","Bath or shower","Towels","Linen","Seating Area","TV","Slippers","Telephone","Satellite channels","Heating","Hairdryer","Additional toilet","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Upper floors accessible by elevator","Toilet paper","More",,,,,,,,,"1","4.696","Personality King Suite with Panoramic River View",,,,
"5","The Savoy","true","1 extra-large double bed","US$","Private suite","861 feet²","Landmark view","River view","Air conditioning","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Toilet","Bath or shower","Towels","Linen","Seating Area","TV","Slippers","Telephone","Satellite channels","Heating","Hairdryer","Additional toilet","Wake up service/Alarm clock","Electric kettle","Wake-up service","Alarm clock","Upper floors accessible by elevator","Toilet paper","More",,,,,,,,,"1","5.212","Personality King Suite with Panoramic River View",,,,
"5","Ham Yard Hotel, Firmdale Hotels","true","1 large double bed","US$","","334 feet²","Free WiFi","Shower","Desk","Seating Area","Slippers","Telephone","iPod dock","Wake-up service",,,,,,,,,,,,,,,,,,,,,,,,,,,"2","970","Superior Room",,,,
"5","Ham Yard Hotel, Firmdale Hotels","true","1 extra-large double bed","US$","","452 feet²","Free WiFi","Shower","Desk","Seating Area","Slippers","Telephone","iPod dock","Wake-up service","More",,,,,,,,,,,,,,,,,,,,,,,,,,"2","1.115","Deluxe Room",,,,
"5","Ham Yard Hotel, Firmdale Hotels","true","1 extra-large double bed","US$","","452 feet²","Free WiFi","Shower","Desk","Seating Area","Slippers","Telephone","iPod dock","Wake-up service","More",,,,,,,,,,,,,,,,,,,,,,,,,,"3","1.254","Deluxe Room",,,,
"5","Ham Yard Hotel, Firmdale Hotels","true","1 extra-large double bed","US$","","484 feet²","Bath","Free WiFi","Shower","Desk","Seating Area","Slippers","Telephone","iPod dock","Wake-up service","More",,,,,,,,,,,,,,,,,,,,,,,,,"2","1.225","Luxury Junior Suite",,,,
"5","Ham Yard Hotel, Firmdale Hotels","true","1 extra-large double bed","US$","","484 feet²","Bath","Free WiFi","Shower","Desk","Seating Area","Slippers","Telephone","iPod dock","Wake-up service","More",,,,,,,,,,,,,,,,,,,,,,,,,"3","1.363","Luxury Junior Suite",,,,
"5","Ham Yard Hotel, Firmdale Hotels","true","Bedroom 1: 1 large double bed Living room: 1 sofa bed","US$","850 feet²","Bath","Ensuite bathroom","Free WiFi","Shower","Desk","Seating Area","Slippers","Telephone","iPod dock","Wake-up service","More",,,,,,,,,,,,,,,,,,,,,,,,,"4","2.843","One-Bedroom Suite",,,,
"5","The Dilly","true","1 double bed","US$","Room","215 feet²","Ensuite bathroom","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Towels","Desk","TV","Slippers","Ironing facilities","Tea/Coffee maker","Iron","Heating","Hairdryer","Carpeted","Electric kettle","Wake-up service","Wardrobe or closet","Clothes rack","Toilet paper",,,,,,,,,,,,"2","294","Standard Double Room",,,,
"5","The Dilly","true","1 double bed","US$","Room","215 feet²","Ensuite bathroom","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Towels","Desk","TV","Slippers","Ironing facilities","Tea/Coffee maker","Iron","Heating","Hairdryer","Carpeted","Electric kettle","Wake-up service","Wardrobe or closet","Clothes rack","Toilet paper",,,,,,,,,,,,"2","327","Standard Double Room",,,,
"5","The Dilly","true","1 double bed","US$","Room","215 feet²","Ensuite bathroom","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Towels","Desk","TV","Slippers","Ironing facilities","Tea/Coffee maker","Iron","Heating","Hairdryer","Carpeted","Electric kettle","Wake-up service","Wardrobe or closet","Clothes rack","Toilet paper",,,,,,,,,,,,"2","343","Standard Double Room",,,,
"5","The Dilly","true","1 double bed","US$","Room","215 feet²","Ensuite bathroom","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Towels","Desk","TV","Slippers","Ironing facilities","Tea/Coffee maker","Iron","Heating","Hairdryer","Carpeted","Electric kettle","Wake-up service","Wardrobe or closet","Clothes rack","Toilet paper",,,,,,,,,,,,"2","382","Standard Double Room",,,,
"5","The Dilly","true","1 double bed","US$","Room","215 feet²","Ensuite bathroom","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Towels","Desk","TV","Slippers","Ironing facilities","Tea/Coffee maker","Iron","Heating","Hairdryer","Carpeted","Electric kettle","Wake-up service","Wardrobe or closet","Clothes rack","Toilet paper",,,,,,,,,,,,"1","319","Standard Double Room",,,,
"5","The Dilly","true","1 double bed","US$","Room","215 feet²","Ensuite bathroom","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Towels","Desk","TV","Slippers","Ironing facilities","Tea/Coffee maker","Iron","Heating","Hairdryer","Carpeted","Electric kettle","Wake-up service","Wardrobe or closet","Clothes rack","Toilet paper",,,,,,,,,,,,"1","354","Standard Double Room",,,,
"5","The Dilly","true","1 double bed","US$","Room","269 feet²","Ensuite bathroom","Flat-screen TV","Coffee machine","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Towels","Desk","TV","Slippers","Ironing facilities","Tea/Coffee maker","Iron","Heating","Hairdryer","Carpeted","Electric kettle","Wake-up service","Wardrobe or closet","Clothes rack","Toilet paper","More",,,,,,,,,,,"2","481","Superior Double Room",,,,
